Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Gd2CuO4,1,../data/Structures/Insulators/Gd2CuO4_CollCode_65015.cif,87,60,23.34693878,141.2506,63.14908571,53.8853551,15.9994,1531.2,678.4242857,712.7134694,13,5.06122449,16,6,4,3.428571429,1.632653061,196,130,112.5714286,53.2244898,1.2,3.44,2.24,2.58,0.982857143,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.714285714,2.367346939,0,7,2.857142857,6,5,7.857142857,2.12244898,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,9,3.673469388,7,2.857142857,1,15,5.857142857,5.795918367,2,9.105,22.945,15.94142857,9.204897959,9.105,0,0,0,225,213,94.42857143,94.20408163,12,-2,5,3.082207001,-28.97178173,0.024304728,1.042533273,0.978401419,0.090213913,0.275390368,0.185176455,0.144827497,0.037303677,0.056535882,0.201875317,1,0,6.545651457,1.946,1.946,1.946,2.9695,2.752059592,2.897019864,-24.96842162,21.98114801,20.29239,36.841,14.34872965,11.54674904,12.85171093
GdTiO3,1,../data/Structures/Insulators/GdTiO3_CollCode_8149.cif,87,60,24.96,141.2506,50.62304,42.650784,15.9994,1886.2,738.28,820.176,13,6,16,6,4,3.2,1.44,196,130,110.8,53.76,1.2,3.44,2.24,2.612,0.9936,3.44,0,2,4,2.4,1.92,4,2,0.6,0.72,0,7,2.24,4,6,6.4,1.44,6,0,0,0,2,2,1.2,0.96,2,9,4.08,7,2.24,2,14,6,4.8,2,9.105,22.945,15.211,7.3272,9.105,0,0,7.21067E-06,194,182,84.8,87.36,12,-2,5,3.273268354,-33.14161626,0.062472205,1.045846551,0.843819487,0.018143577,0.159585384,0.141441806,0.103074256,0.044803335,0.112101847,0.06980335,1,0,3.876100922,2.075421789,2.013823376,2.038595738,3.223880802,2.838314725,2.924929462,-35.35389461,23.01452062,27.49171,43.26717,12.06047675,16.10237501,11.76100694
Ho2O3,1,../data/Structures/Insulators/Ho2O3_CollCode_80038.cif,87,54,25.92,148.93092,75.571768,71.4868416,15.9994,1692.2,731.68,812.256,13,6.24,16,6,4,3.6,1.92,192,126,116.4,60.48,1.23,3.44,2.21,2.556,1.0608,3.44,0,2,4,2.4,1.92,4,0,0,0,0,11,5.28,6,7,8.8,3.36,6,0,0,0,2,2,1.2,0.96,2,0,0,3,1.44,2,1,2.4,0.48,2,9.105,21.62833333,17.75633333,10.3816,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-31.57719396,0.068920168,1.057433473,0.908943228,3.24445E-17,0.164723026,0.164723026,0.109236463,0.066583876,0.11984506,0.035302108,1,0,3.765225283,2.407033322,2.208240403,2.29397273,3.687143543,2.968163668,3.278288878,-30.65307398,21.87827319,22.79,42.52,15.9056206,15.75336413,14.92269944
KVO3,1,../data/Structures/Insulators/KVO3_CollCode_1486.cif,87,84,30,34.9421,27.6076,13.92984,15.9994,2128.2,536.786,658.4856,15,6.24,16,4,2,2.8,0.96,203,137,110.8,53.76,0.82,3.44,2.62,2.554,1.0632,3.44,0.32,2,4,2.4,1.92,4,3,0.6,0.96,0,0,0,1,5,4.8,1.52,6,1,0.32,0,2,2,1.2,0.96,2,7,2.24,0,0,1,6,2.8,1.68,2,9.105,64.00166667,22.68633333,20.16813333,9.105,0,0,0,229,217,98.8,104.16,12,-2,7,3.683941988,-43.98081836,0.128986609,1.142646649,0.69544381,0.079266967,0.220821898,0.141554931,0.147572291,0.044512345,0.207872473,0.179319551,1,0,3.420420473,1.806291178,1.639657423,1.723875904,3.598156529,2.69131495,3.083042686,-52.44438486,32.14794991,65.28165,128.125,58.63344361,3.246802306,15.8670073
La2CoO4,1,../data/Structures/Insulators/La2CoO4_CollCode_16404.cif,87,74,28.89795918,122.90607,57.24881929,47.14219347,15.9994,1713.2,624.7428571,651.3632653,13,5.387755102,16,6,4,3.428571429,1.632653061,207,141,114.8571429,55.83673469,1.1,3.44,2.34,2.548571429,1.01877551,3.44,0,2,4,2.285714286,1.959183673,4,7,1.285714286,1.632653061,0,0,0,3,6,5.571428571,1.469387755,6,0,0,0,2,2,1.142857143,0.979591837,2,9,3.428571429,0,0,2,7,4.142857143,2.775510204,2,9.105,27.7925,17.20857143,11.25081633,9.105,0,0,0.379217437,194,182,90,89.14285714,12,-2,5,3.082207001,-27.58884524,0.07729619,1.084435125,0.781806086,0.026886074,0.119234218,0.092348145,0.075215622,0.034038723,0.206290013,0.447730093,1,0,3.881309186,2.033070222,1.943865234,1.97360023,3.523104819,2.713487755,2.919435217,-30.90669521,20.36828513,17.0844,33.5,12.70560182,19.18363122,13.50214992
La2CuO4,1,../data/Structures/Insulators/La2CuO4_CollCode_71795.cif,87,74,28.32653061,122.90607,57.90779143,47.89530449,15.9994,1302.97,566.1385714,584.3869388,13,5.06122449,16,6,4,3.428571429,1.632653061,207,141,115.7142857,56.81632653,1.1,3.44,2.34,2.551428571,1.015510204,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.714285714,2.367346939,0,0,0,3,8,5.857142857,1.632653061,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,9,3.673469388,0,0,1,8,3.857142857,2.93877551,2,9.105,27.7925,17.32642857,11.18346939,9.105,0,0,0,225,213,94.42857143,94.20408163,12,-2,5,3.082207001,-14.33522519,0.184056086,1.288294035,0.72409472,0.051536181,0.551596582,0.500060402,0.284950355,0.185355239,0.354660829,0.14930622,0,1,3.800029737,2.458309783,1.902223613,2.227146018,0.749490822,0.321,0.606660548,-27.99875941,21.05548221,20.29239,36.841,12.75925807,14.58551882,7.302019931
La2O3,1,../data/Structures/Insulators/La2O3_CollCode_56771.cif,87,74,35.52,122.90607,65.161828,58.9949136,15.9994,1138.2,510.08,546.336,13,6.24,16,6,4,3.6,1.92,207,141,122.4,67.68,1.1,3.44,2.34,2.504,1.1232,3.44,0,2,4,2.4,1.92,4,1,0.4,0.48,0,0,0,3,3,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,9,4.32,0,0,2,7,4.8,3.36,2,9.105,27.7925,20.222,13.3404,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-29.40777944,0.035192575,1.062970655,0.956009281,0.060859239,0.134391521,0.073532282,0.099000551,0.028312776,0.066580281,0.283363664,1,0,3.778303731,2.727266722,2.365241997,2.51637256,3.141072793,2.895968168,3.059371252,-29.00809124,20.11557814,19.1773,49.95,26.96155854,16.51316941,16.4480603
La2RuO5,1,../data/Structures/Insulators/La4Ru2O10_HT_CollCode_170765.cif,87,74,27.96875,122.90607,57.3597425,51.70042813,15.9994,2552.2,658.375,754.46875,13,5.3125,16,6,4,3.375,1.71875,207,141,111.25,56.5625,1.1,3.44,2.34,2.7,0.925,3.44,0.21875,2,4,2.5,1.875,4,7,1.125,1.46875,0,0,0,3,5,5.5,1.25,6,1,0.21875,0,2,2,1.25,0.9375,2,9,3.28125,0,0,2,7,4,2.5,2,9.105,27.7925,16.60375,10.146875,9.105,0,0,0,194,182,80.25,85.3125,12,-2,6,3.564531155,-35.59839269,0.053826457,1.048737769,0.78469417,0.024974203,0.134564688,0.109590485,0.097027685,0.021352428,0.094163617,0.164093926,1,0,3.976325199,2.064546741,1.93920771,2.008909659,3.502699004,2.649388972,2.940900932,-42.36413577,26.22381138,45,59,10.37865384,8.709237899,13.07546376
La2Zr2O7,1,../data/Structures/Insulators/La2Zr2O7_CollCode_51573.cif,87,74,27.07438017,122.90607,52.02315818,45.8484195,15.9994,2073.2,638.6909091,743.1338843,13,5.785123967,16,6,4,3.272727273,1.619834711,207,141,111.4545455,57.85123967,1.1,3.44,2.34,2.630909091,1.029752066,3.44,0,2,4,2.545454545,1.851239669,4,2,0.545454545,0.694214876,0,0,0,3,3,5.090909091,1.157024793,6,0,0,0,2,2,1.272727273,0.925619835,2,9,3.933884298,0,0,2,7,4.363636364,3.008264463,2,9.105,27.7925,16.72,9.691818182,9.105,0,0,0,194,182,78.18181818,84.23140496,12,-2,6,3.661454629,-37.60323898,0.068240571,1.076626477,0.820060271,0,0.185316764,0.185316764,0.092823223,0.047865861,0.124306353,0.179907027,1,0,3.818270552,2.098659605,2.098659605,2.098659605,3.17835171,2.783411439,3.005704122,-42.29256171,22.50461106,34.41836,80.348,42.15839074,15.8066411,14.31371621
LaCrO3,1,../data/Structures/Insulators/LaCrO3_CollCode_50755.cif,87,74,26.88,122.90607,47.779954,38.1366648,15.9994,2125.2,707.48,783.216,13,5.52,16,6,4,3.2,1.44,207,141,108.8,51.36,1.1,3.44,2.34,2.616,0.9888,3.44,0.32,2,4,2.4,1.92,4,5,1.2,1.52,0,0,0,3,3,5.4,0.96,6,1,0.32,0,2,2,1.2,0.96,2,9,3.36,0,0,2,7,4.2,2.64,2,9.105,27.7925,15.0805,8.7268,9.105,0,0,0,229,217,91.8,95.76,12,-2,5,3.273268354,-33.097314,0.078761418,1.090068893,0.803096455,0.008600052,0.130481767,0.121881716,0.091617076,0.042549652,0.139192598,0.065991414,1,0,3.883547309,1.990943313,1.950606505,1.969495664,3.630099079,2.728157151,2.920868288,-37.50195467,22.35437556,30.959,49.16,14.49313993,13.87517546,11.72652195
LaFeO3,1,../data/Structures/Insulators/LaFeO3_CollCode_78062.cif,87,74,25.44,122.90607,48.549734,39.0604008,15.9994,1756.2,633.68,694.656,13,5.04,16,6,4,3.2,1.44,207,141,107.4,49.68,1.1,3.44,2.34,2.65,0.948,3.44,0,2,4,2.4,1.92,4,6,1.4,1.84,0,0,0,3,5,5.8,1.12,6,0,0,0,2,2,1.2,0.96,2,9,3.12,0,0,2,7,3.8,2.16,2,9.105,27.7925,14.9885,8.7636,9.105,0,0,0.675412096,229,217,91.8,95.76,12,-2,5,3.273268354,-32.76413326,0.075810056,1.075907507,0.81047486,0.002641601,0.135937343,0.133295742,0.095435286,0.044665502,0.13386275,0.042807324,1,0,3.929716597,2.008959989,2.002080986,2.006580413,3.495209127,2.803717268,2.950495026,-36.63463903,22.21241897,30.651,54.91,20.59470268,13.30902823,12.14503567
LaMnO3,1,../data/Structures/Insulators/LaMnO3_CollCode_50334.cif,87,74,26.16,122.90607,48.368343,38.8427316,15.9994,1464.2,575.28,624.576,13,5.28,16,6,4,3.2,1.44,207,141,108.8,51.36,1.1,3.44,2.34,2.594,1.0152,3.44,0,2,4,2.4,1.92,4,5,1.2,1.52,0,0,0,3,4,5.6,1.04,6,0,0,0,2,2,1.2,0.96,2,9,3.36,0,0,2,7,4,2.4,2,9.105,27.7925,14.94001724,8.782993103,9.105,0,0,9.92386E-05,217,205,89.4,92.88,12,-2,5,3.273268354,-32.83102388,0.0750391,1.070035983,0.812402251,0.054227293,0.144562319,0.090335026,0.104451669,0.033567727,0.13284721,0.086266164,1,0,3.918320615,2.180032049,1.905503187,2.01794311,3.469091632,2.731523318,2.950645977,-36.58885966,22.49393779,33.668,51.21,13.86704549,10.56817573,12.23981774
LaRhO3,1,../data/Structures/Insulators/LaRhO3_CollCode_172347.cif,87,74,24.48,122.90607,57.961834,50.3549208,15.9994,2182.2,718.88,796.896,13,4.8,16,6,4,3.4,1.68,207,141,109.4,52.08,1.1,3.44,2.34,2.74,0.84,3.44,0.32,2,4,2.4,1.92,4,8,1.8,2.48,0,0,0,3,6,6,1.2,6,1,0.32,0,2,2,1.2,0.96,2,9,2.72,0,0,2,7,3.6,2.16,2,9.105,27.7925,15.5705,8.5308,9.105,0,0,0,225,213,91,94.8,12,-2,5,3.273268354,-32.52418281,0.068428533,1.046089041,0.828928667,0.009118481,0.150933405,0.141814924,0.101219154,0.044985423,0.121856006,0.101178439,1,0,3.958710108,2.066638717,2.041607535,2.053106415,3.343490502,2.890934176,2.971776152,-35.3955117,22.35449577,31.06,42,7.302539916,11.96559982,12.43378882
LaTiO3,1,../data/Structures/Insulators/LaTiO3_CollCode_8146.cif,87,74,28.32,122.90607,46.954134,37.1456808,15.9994,1886.2,659.68,725.856,13,6,16,6,4,3.2,1.44,207,141,113,56.4,1.1,3.44,2.34,2.592,1.0176,3.44,0,2,4,2.4,1.92,4,2,0.6,0.72,0,0,0,3,3,5,1.2,6,0,0,0,2,2,1.2,0.96,2,9,4.08,0,0,2,7,4.6,3.12,2,9.105,27.7925,16.1805,8.4906,9.105,0,0,7.21067E-06,194,182,84.8,87.36,12,-2,5,3.273268354,-32.53925109,0.076011785,1.077013716,0.809970538,0.004265938,0.134516739,0.1302508,0.094247919,0.044962246,0.134463605,0.061213383,1,0,3.954808953,2.023002127,2.015177218,2.017912381,3.449032116,2.822364945,2.965797069,-36.43471288,22.08439341,27.49171,43.26717,12.1344118,16.1806659,12.37668093
LaVO3,1,../data/Structures/Insulators/LaVO3_HT_CollCode_73898.cif,87,74,27.6,122.90607,47.569034,37.8835608,15.9994,2128.2,708.08,783.936,13,5.76,16,6,4,3.2,1.44,207,141,111.6,54.72,1.1,3.44,2.34,2.61,0.996,3.44,0,2,4,2.4,1.92,4,3,0.8,0.96,0,0,0,3,3,5.2,0.96,6,0,0,0,2,2,1.2,0.96,2,9,3.84,0,0,2,7,4.4,2.88,2,9.105,27.7925,15.4445,8.5812,9.105,0,0,0,229,217,91.8,95.76,12,-2,5,3.273268354,-32.7885831,0.076013037,1.076872816,0.809967407,0.003003624,0.135296815,0.132293191,0.094738435,0.045202443,0.134282513,0.020531712,1,0,3.925977036,2.004440895,2.002177594,2.003490835,3.460551263,2.802109447,2.945394232,-36.70184845,22.25025422,29.3111,46.709,13.73011237,14.74290647,12.10749253
LaYbO3,1,../data/Structures/Insulators/LaYbO3_CollCode_189419.cif,87,74,29.28,157.0546,71.991534,67.1905608,15.9994,1138.2,489.88,522.096,13,6.24,16,6,4,3.6,1.92,207,141,118.4,62.88,1.1,3.44,2.34,2.536,1.0848,3.44,0,2,4,2.4,1.92,4,1,0.2,0.32,0,14,4.48,3,13,7.4,3.44,6,0,0,0,2,2,1.2,0.96,2,9,2.88,0,0,0,9,3,2.4,2,9.105,27.7925,19.6665,12.6738,9.105,0,0,0,225,213,91,94.8,12,-2,5,3.273268354,-30.81349266,0.057894229,1.046238833,0.855264427,0.011040481,0.161696992,0.150656511,0.114822864,0.045303953,0.101641837,0.159087248,1,0,4.166728516,3.002978208,2.365775445,2.66385575,3.381129411,3.075630886,3.173281988,-28.0738283,21.2587388,19.1773,49.95,27.3168353,17.03888438,14.79703879
LiVO2,1,../data/Structures/Insulators/LiVO2_HT_CollCode_202541.cif,87,86,31.75,44.0005,22.470325,14.2355875,15.9994,2128.2,686.5725,748.21375,15,6.5,16,4,2,2.5,0.75,153,87,103.25,37.25,0.98,3.44,2.46,2.3725,1.0675,3.44,0.375,2,4,2,2,4,3,0.75,1.125,0,0,0,1,5,4.5,1.75,6,1,0.375,0,2,2,1,1,2,7,2.625,0,0,1,6,3,2,2,9.105,7.488333333,11.95333333,2.848333333,9.105,0,0,0,229,217,120.5,108.5,12,-2,5,2.683281573,-26.52242299,0.022616003,1.045232006,0.955424843,0.001770321,0.061313236,0.059542915,0.037549696,0.017889687,0.040786105,0.070126416,1,0,5.161841993,2.020985833,2.020985833,2.020985833,3.129562579,2.801928034,2.965745306,-31.84497106,24.99492988,29.3111,46.709,14.60826599,12.69292262,8.966912476
Lu2O3,1,../data/Structures/Insulators/Lu2O3_CollCode_428543.cif,87,46,22.08,158.9674,79.58636,76.304352,15.9994,1881.2,807.28,902.976,13,6.24,16,6,4,3.6,1.92,187,121,114.4,58.08,1.27,3.44,2.17,2.572,1.0416,3.44,0,2,4,2.4,1.92,4,1,0.4,0.48,0,14,6.72,6,11,10.4,5.28,6,0,0,0,2,2,1.2,0.96,2,9,4.32,0,0,2,7,4.8,3.36,2,9.105,19.76,17.009,9.4848,9.105,0,0,0.001078608,194,182,84.8,87.36,12,-2,5,3.535533906,-32.38445097,0.069854752,1.058212293,0.911255205,2.20835E-05,0.166034504,0.166012421,0.105537543,0.072596354,0.120228066,0.020425619,1,0,3.680389377,2.292007455,2.188593352,2.233436897,3.850216933,2.873055957,3.261985817,-31.51766268,22.43095745,20.9594,45.249,20.37706561,18.83109863,13.91528886
MgO,1,../data/Structures/Insulators/MgO_CollCode_9863.cif,87,19,9.5,8.3056,20.1522,4.1528,15.9994,868.2,488.9,434.1,14,7,2,3,1,2.5,0.5,141,75,103.5,37.5,1.31,3.44,2.13,2.375,1.065,1.31,0,2,4,2,2,0,0,0,0,0,0,0,2,4,4,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,13.785,15.9975,6.8925,9.105,0,0,0,194,182,103,91,12,-2,4,2.828427125,-23.8694639,1.66533E-16,1,1,0,2.10619E-16,2.10619E-16,5.70425E-17,7.6788E-17,1.895E-16,0.007986688,1,0,2.981869296,2.1085,2.1085,2.1085,2.981869296,2.981869296,2.981869296,-23.86939589,23.86939589,15.035271,80.1436,60.27926087,18.16337112,9.373910789
MgTiO3,1,../data/Structures/Insulators/MgTiO3_SD_0546411.cif,87,44,15.12,31.8676,24.03404,9.641568,15.9994,1886.2,605.68,661.056,14,6.24,16,4,2,2.6,0.72,160,94,99.8,40.56,1.31,3.44,2.13,2.634,0.9672,3.44,0,2,4,2.4,1.92,4,2,0.4,0.64,0,0,0,2,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,8,2.56,0,0,0,8,2.8,2.08,2,9.105,13.785,13.379,5.1288,9.105,0,0,7.21067E-06,194,182,84.8,87.36,12,-2,6,3.380617019,-35.56576202,0.06991482,1.058263203,0.866134679,0.049317309,0.170333765,0.121016456,0.122697885,0.057162266,0.117913852,0.757625804,1,0,3.001785467,2.201485922,2.078869246,2.140177226,3.053809226,2.604073562,2.85439131,-38.25315212,23.67624795,43.26717,99.299,51.23480164,4.223162871,10.52419246
Mn2O3,1,../data/Structures/Insulators/Mn2O3_CollCode_9091.cif,87,35,16.8,38.938645,31.574858,18.6905496,15.9994,1464.2,640.48,702.816,9,4.32,16,4,2,2.8,0.96,139,73,95.2,35.04,1.55,3.44,1.89,2.684,0.9072,3.44,0,2,4,2.4,1.92,4,5,2,2.4,0,0,0,6,1,6.4,0.48,6,0,0,0,2,2,1.2,0.96,2,5,2.4,0,0,2,3,3.2,1.44,2,9.105,1.382586207,9.658034483,0.663641379,9.105,0,0,0.000148858,217,205,94,98.4,12,-2,6,3.380617019,-35.87759452,0.071050349,1.059208624,0.900678424,0,0.16916881,0.16916881,0.12209157,0.056492688,0.120422683,0.0730594,1,0,3.344977865,2.242270193,1.897475151,2.03250103,3.481199766,2.57847213,2.952125843,-34.65551098,24.88244473,33.668,51.21,13.23714341,11.07444466,10.43075228
MnO,1,../data/Structures/Insulators/MnO_CollCode_9864.cif,87,35,17.5,38.938645,35.4687225,19.4693225,15.9994,1464.2,786.9,732.1,9,4.5,7,4,2,3,1,139,73,102.5,36.5,1.55,3.44,1.89,2.495,0.945,1.55,0,2,4,2,2,0,5,2.5,2.5,0,0,0,6,1,6.5,0.5,6,0,0,0,2,2,1,1,0,5,2.5,0,0,2,3,3.5,1.5,2,9.105,1.382586207,9.796293103,0.691293103,9.105,0,0,0.00015506,217,205,114.5,102.5,12,-2,4,2.828427125,-22.64002008,8.32667E-17,1,1,0,1.9977E-16,1.9977E-16,1.20695E-16,9.05209E-17,1.01063E-16,0.107772304,1,0,3.143796749,2.223,2.223,2.223,3.143796749,3.143796749,3.143796749,-22.63995557,22.63995557,15.63999,33.668,13.44767255,15.45152979,10.98546357
MnO2,1,../data/Structures/Insulators/MnO2_CollCode_393.cif,87,35,15.55555556,38.938645,28.97894833,17.30606444,15.9994,1464.2,542.8666667,650.7555556,9,4,16,4,2,2.666666667,0.888888889,139,73,90.33333333,32.44444444,1.55,3.44,1.89,2.81,0.84,3.44,0,2,4,2.666666667,1.777777778,4,5,1.666666667,2.222222222,0,0,0,6,1,6.333333333,0.444444444,6,0,0,0,2,2,1.333333333,0.888888889,2,5,2.222222222,0,0,2,3,3,1.333333333,2,9.105,1.382586207,9.565862069,0.614482759,9.105,0,0,0.000137831,217,205,80.33333333,91.11111111,12,-2,6,4.242640687,-48.92012694,0.099863004,1.074897253,0.850205494,0.00493499,0.171482258,0.166547268,0.115966502,0.074021008,0.177138125,0.221238833,1,0,3.425792419,1.898074351,1.879484042,1.888779196,2.671169501,2.423986809,2.588775271,-46.52725303,26.85193055,51.21,72.41,16.99669512,6.834580732,9.26305137
MoO3,1,../data/Structures/Insulators/MoO3_CollCode_35076.cif,87,37,13.875,79.9606,35.98955,29.985225,15.9994,2841.2,765.1,1065.45,10,3.75,16,5,3,2.75,1.125,154,88,88,33,2.16,3.44,1.28,3.12,0.48,3.44,0.375,2,4,3,1.5,4,5,1.25,1.875,0,0,0,6,0,6,0,6,1,0.375,0,2,2,1.5,0.75,2,5,1.875,0,0,2,4,3,1.5,2,9.105,6.585,10.75125,2.469375,9.105,0,0,0,229,217,66.25,81.375,12,-2,8,5.656854249,-65.71777086,0.111711306,1.113557369,0.776577387,0.098788774,0.140065426,0.041276652,0.124736654,0.014182764,0.199789413,0.068682204,1,0,3.438061641,2.332084729,1.670778332,1.921359421,3.481696096,2.578186104,2.928529153,-60.10953956,33.33734462,68.82704,125.638,52.62265522,9.41451682,12.68433383
MoS2,1,../data/Structures/Insulators/MoS2_CollCode_38401.cif,88,38,16.88888889,63.895,53.36333333,28.39777778,32.065,2507.64,1224.24,1114.506667,10,4.444444444,16,5,2,3.666666667,0.888888889,154,49,121.3333333,21.77777778,2.16,2.58,0.42,2.44,0.186666667,2.58,0.444444444,2,4,2.666666667,1.777777778,4,5,1.666666667,2.222222222,0,0,0,6,0,6,0,6,1,0.444444444,0,2,2,1.333333333,0.888888889,2,5,2.222222222,0,0,2,4,3.333333333,1.777777778,2,15.69,10.096875,22.42125,4.4875,25.786875,0.978666667,2.202,0,229,159,123,70.66666667,70,-2,6,4.242640687,-30.9926046,0.068721283,1.051575316,0.896918076,0.093891919,0.128521466,0.034629547,0.116948166,0.015370831,0.150839093,0.175442525,1,0,6.403113548,2.414229347,2.413828507,2.414028927,3.498524716,3.153633,3.326078858,-26.43523901,20.06060894,40.33,54.417,11.83814874,4.926845435,17.75676029
Nd2CuO4,1,../data/Structures/Insulators/Nd2CuO4_CollCode_75824.cif,87,68,25.95918367,128.2426,59.43251429,49.6378449,15.9994,1302.97,594.9957143,617.3665306,13,5.06122449,16,6,4,3.428571429,1.632653061,201,135,114,54.85714286,1.14,3.44,2.3,2.562857143,1.00244898,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.428571429,2.448979592,0,4,1.632653061,6,5,6.714285714,1.224489796,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,0,0,10,4.081632653,1,9,4.142857143,3.346938776,2,9.105,25.705,16.73,10.33142857,9.105,0,0,0,225,213,94.42857143,94.20408163,12,-2,5,3.082207001,-28.46253561,0.025922363,1.045364136,0.976610822,0.085787079,0.276931484,0.191144405,0.142778004,0.039257285,0.061135063,0.119790302,1,0,6.688254032,1.97181,1.97181,1.97181,3.0396,2.788560444,2.955920148,-24.44851218,21.92950253,20.29239,36.841,14.39563406,11.07205135,13.50636594
Nd2O3,1,../data/Structures/Insulators/Nd2O3_CollCode_32514.cif,87,68,32.64,128.2426,67.29644,61.556448,15.9994,1239.2,550.48,594.816,13,6.24,16,6,4,3.6,1.92,201,135,120,64.8,1.14,3.44,2.3,2.52,1.104,3.44,0,2,4,2.4,1.92,4,0,0,0,0,4,1.92,6,0,6,0,6,0,0,0,2,2,1.2,0.96,2,0,0,10,4.8,2,8,5.2,3.84,2,9.105,25.705,19.387,12.3384,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-30.22395863,0.035673506,1.065007529,0.955408117,0.06037337,0.135363836,0.074990466,0.099470852,0.028714387,0.067016165,0.252860671,1,0,3.696313872,2.660366332,2.299577353,2.450317262,3.061074932,2.821272897,2.981140921,-29.80978952,20.73926045,22.09,40.6,14.61432163,14.87158681,15.19925366
NdMnO3,1,../data/Structures/Insulators/NdMnO3_CollCode_153214.cif,87,68,24.72,128.2426,49.435649,40.1234988,15.9994,1464.2,595.48,648.816,13,5.28,16,6,4,3.2,1.44,201,135,107.6,49.92,1.14,3.44,2.3,2.602,1.0056,3.44,0,2,4,2.4,1.92,4,5,1,1.6,0,4,1.28,6,1,6.2,0.32,6,0,0,0,2,2,1.2,0.96,2,5,1.6,10,3.2,2,8,4.2,2.64,2,9.105,25.705,14.52251724,8.114993103,9.105,0,0,9.92386E-05,217,205,89.4,92.88,12,-2,5,3.273268354,-33.14057841,0.068782643,1.046423963,0.828043393,0.066174924,0.157449,0.091274076,0.108558491,0.03266412,0.122820607,0.098783693,1,0,3.880487327,2.223021663,1.910895742,2.02855639,3.406290664,2.724140406,2.929168753,-36.10385512,23.13160673,33.668,51.21,13.83121607,10.75817422,11.96269069
NiO,1,../data/Structures/Insulators/NiO_CollCode_9866.cif,87,26,13,42.694,37.3464,21.347,15.9994,1673.2,891.4,836.6,6,3,10,4,2,3,1,124,58,95,29,1.91,3.44,1.53,2.675,0.765,1.91,0,2,4,2,2,0,8,4,4,0,0,0,6,4,8,2,6,0,0,0,2,2,1,1,0,2,1,0,0,2,0,2,0,2,9.105,1.215,9.7125,0.6075,9.105,0,0,0.29769735,225,213,118.5,106.5,12,-2,4,2.828427125,-24.09227603,1.94289E-16,1,1,0,2.12585E-16,2.12585E-16,3.10019E-17,4.65029E-17,1.70499E-16,0.001690992,1,0,2.954292132,2.089,2.089,2.089,2.954292132,2.954292132,2.954292132,-24.09220738,24.09220738,18.168838,35.187,12.1440164,15.41167795,9.116230969
